metric_version,dataset,model,model_size,train_type,lambda,seed,group_type,group_value,ref_tone,hyp_tone,count,ref_total,row_rate
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,sac,sac,1136,1149,0.988685813751
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,sac,huyen,2,1149,0.001740644038
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,sac,hoi,4,1149,0.003481288077
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,sac,nga,2,1149,0.001740644038
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,sac,nang,0,1149,0.000000000000
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,huyen,ngang,5,976,0.005122950820
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,huyen,sac,0,976,0.000000000000
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,huyen,huyen,966,976,0.989754098361
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,huyen,hoi,2,976,0.002049180328
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,huyen,nga,2,976,0.002049180328
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,huyen,nang,1,976,0.001024590164
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,hoi,ngang,1,495,0.002020202020
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,hoi,sac,2,495,0.004040404040
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,hoi,huyen,0,495,0.000000000000
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,hoi,hoi,486,495,0.981818181818
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,hoi,nga,0,495,0.000000000000
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,hoi,nang,6,495,0.012121212121
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,nga,ngang,0,243,0.000000000000
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,nga,sac,1,243,0.004115226337
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,nga,huyen,1,243,0.004115226337
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,nga,hoi,2,243,0.008230452675
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,nga,nga,238,243,0.979423868313
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,nga,nang,1,243,0.004115226337
