metric_version,dataset,model,model_size,train_type,lambda,seed,group_type,group_value,ref_coda,hyp_coda,count,ref_total,row_rate
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,ng,ng,648,786,0.824427480916
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,ng,nh,9,786,0.011450381679
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,ng,t,1,786,0.001272264631
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,ng,c,13,786,0.016539440204
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,ng,ch,0,786,0.000000000000
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,ng,m,10,786,0.012722646310
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,ng,p,2,786,0.002544529262
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,nh,none,10,270,0.037037037037
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,nh,n,27,270,0.100000000000
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,nh,ng,3,270,0.011111111111
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,nh,nh,222,270,0.822222222222
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,nh,t,2,270,0.007407407407
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,nh,c,2,270,0.007407407407
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,nh,ch,0,270,0.000000000000
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,nh,m,4,270,0.014814814815
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,nh,p,0,270,0.000000000000
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,t,none,55,332,0.165662650602
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,t,n,7,332,0.021084337349
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,t,ng,2,332,0.006024096386
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,t,nh,0,332,0.000000000000
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,t,t,225,332,0.677710843373
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,t,c,32,332,0.096385542169
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,t,ch,8,332,0.024096385542
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,t,m,0,332,0.000000000000
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,t,p,3,332,0.009036144578
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,c,none,31,354,0.087570621469
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,c,n,3,354,0.008474576271
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,c,ng,4,354,0.011299435028
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,c,nh,2,354,0.005649717514
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,c,t,39,354,0.110169491525
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,c,c,263,354,0.742937853107
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,c,ch,3,354,0.008474576271
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,c,m,1,354,0.002824858757
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,c,p,8,354,0.022598870056
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,ch,none,5,72,0.069444444444
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,ch,n,1,72,0.013888888889
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,ch,ng,0,72,0.000000000000
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,ch,nh,1,72,0.013888888889
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,ch,t,11,72,0.152777777778
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,ch,c,6,72,0.083333333333
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,ch,ch,44,72,0.611111111111
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,ch,m,0,72,0.000000000000
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,ch,p,4,72,0.055555555556
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,m,none,58,336,0.172619047619
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,m,n,16,336,0.047619047619
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,m,ng,11,336,0.032738095238
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,m,nh,0,336,0.000000000000
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,m,t,2,336,0.005952380952
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,m,c,4,336,0.011904761905
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,m,ch,0,336,0.000000000000
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,m,m,243,336,0.723214285714
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,m,p,2,336,0.005952380952
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,p,none,7,114,0.061403508772
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,p,n,1,114,0.008771929825
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,p,ng,2,114,0.017543859649
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,p,nh,2,114,0.017543859649
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,p,t,4,114,0.035087719298
